genus,name,date,habitat,ecol
Marasmius,Marasmius oreades,2009-08-01,UW4.1,Hu
Marasmius,Marasmius rotula,2009-08-01,UW1.1,Le
Crepidotus,Crepidotus mollis,2009-08-01,UW1.1,Le
Xerocomus,Xerocomus sp.,2009-08-01,UW1.1,Mr
Marasmius,Marasmius rotula,2009-08-01,UW1.5,Co
Gymnopus,Gymnopus foetidus,2009-08-01,UW1.5,Le
Coprinopsis,Coprinopsis nivea,2009-08-01,UW1.5,Lh
Lepiota,Lepiota cristata,2009-08-01,UW1.5,Hu
Mycena,Mycena galericulata,2009-08-01,UW1.5,Lh
Crepidotus,Crepidotus mollis,2009-08-01,UW1.1,Le
Gymnopus,Gymnopus dryophilus,2009-08-01,UW1.1,St
Marasmius,Marasmius rotula,2009-08-01,UW1.1,Co
Tubaria,Tubaria sp.,2009-08-01,UW1.1,Le
Gymnopus,Gymnopus dryophilus,2009-08-01,UW1.1,St
Psathyrella,Psathyrella sp.,2009-08-01,UW2.1,Hu
Psathyrella,Psathyrella sp.,2009-08-01,UW2.1,Lh
Pluteus,Pluteus petasatus,2009-08-01,UW2.1,Lh
Conocybe,Conocybe sp.,2009-08-01,UW3.1,Hu
Agrocybe,Agrocybe praecox,2009-08-01,UW3.1,Hu
Conocybe,Conocybe sp.,2009-08-01,UW3.1,Hu
Psathyrella,Psathyrella candolleana,2009-08-01,UW1.1,Hu
Gymnopus,Gymnopus dryophilus,2009-08-01,UW1.1,St
Gymnopus,Gymnopus peronatus,2009-08-01,UW1.1,St
Gymnopus,Gymnopus dryophilus,2009-08-02,UW1.1,St
Russula,Russula sp.,2009-08-02,UW1.1,Mr
Conocybe,Conocybe sp.,2009-08-02,UW1.1,Lh
Bolbitius,Bolbitius titubans,2009-08-02,UW1.1,Hu
Psathyrella,Psathyrella sp.,2009-08-02,UW1.1,Hu
Conocybe,Conocybe sp.,2009-08-02,UW1.1,Hu
Hydropus,Hydropus floccipes,2009-08-02,UW1.1,Le
Delicatula,Delicatula integrella,2009-08-02,UW1.1,Le
Hydropus,Hydropus floccipes,2009-08-02,UW1.1,Hu
Mycena,Mycena galericulata,2009-08-02,UW1.1,Le
Hydropus,Hydropus floccipes,2009-08-17,UW1.1,Le
Mycena,Mycena sp.,2009-08-17,UW1.1,Le
Kuehneromyces,Kuehneromyces mutabilis,2009-08-17,UW1.1,Le
Mycena,Mycena galericulata,2009-08-17,UW1.1,Le
Pluteus,Pluteus salicinus,2009-08-17,UW1.1,Le
Pluteus,Pluteus sp.,2009-08-17,UW1.1,Le
Hypholoma,Hypholoma sp.,2009-08-31,T4.5,Lh
Hypholoma,Hypholoma sp.,2009-08-31,T4.5,He
Macrolepiota,Macrolepiota procera,2009-08-31,T8,Mr
Leccinum,Leccinum aurantiacum,2009-08-31,T8,Mr
Pluteus,Pluteus cervinus,2009-08-31,T8,Lh
Hypholoma,Hypholoma sp.,2009-08-31,T4.5,St
Xerocomus,Xerocomus sp.,2009-08-31,T8,Mr
Tricholomopsis,Tricholomopsis rutilans,2009-08-31,T2.3,Mr
Laccaria,Laccaria proxima,2009-08-31,T2.4,Mr
Lactarius,Lactarius sp.,2009-08-31,T4.1,Mr
Laccaria,Laccaria laccata,2009-08-31,T4.1,Mr
Laccaria,Laccaria proxima,2009-08-31,T4.1,Mr
Leccinum,Leccinum scabrum,2009-08-31,T4.1,Mr
Amanita,Amanita muscaria,2009-08-31,T2.3,Mr
Hypholoma,Hypholoma sp.,2009-08-31,T4.5,St
Mycena,Mycena vitilis,2009-09-07,T1.1,Lh
Mycena,Mycena citrinomarginata,2009-09-07,T1.1,St
Rhodocybe,Rhodocybe sp.,2009-09-07,T1.1,St
Marasmius,Marasmius sp.,2009-09-07,T1.2,St
Mycena,Mycena purpureofusca,2009-09-07,T1.2,St
Gymnopus,Gymnopus peronatus,2009-09-07,T1.2,St
Mycena,Mycena purpureofusca,2009-09-07,T1.2,St
Clitocybe,Clitocybe gibba,2009-09-07,T1.2,St
Mycena,Mycena purpureofusca,2009-09-07,T1.2,St
Echinoderma,Echinoderma asperum,2009-09-07,T1.2,Hu
Mycena,Mycena citrinomarginata,2009-09-07,T1.2,St
Gymnopus,Gymnopus dryophilus,2009-09-07,UW1.1,St
Marasmius,Marasmius sp.,2009-09-07,UW1.1,St
Gymnopus,Gymnopus dryophilus,2009-09-07,UW1.1,St
Strophariaceae,Strophariaceae,2009-09-07,UW3.1,Hu
Psathyrella,Psathyrella sp.,2009-09-07,UW3.1,Hu
Gymnopus,Gymnopus dryophilus,2009-09-07,UW3.1,Hu
Mycena,Mycena vitilis,2009-09-07,UW1.1,Lh
Agaricus,Agaricus sylvicola,2009-09-10,UW1.1,Hu
Pholiotina,Pholiotina sp.,2009-09-11,UW3.1,Hu
Armillaria,Armillaria sp.,2009-09-11,UW4.3,Lh
Pleurotus,Pleurotus pulmonarius,2009-09-11,UW1.1,Le
Pholiotina,Pholiotina sp.,2009-09-11,UW3.1,Hu
Mycena,Mycena inclinata,2009-09-11,UW1.1,Le
Leucoagaricus,Leucoagaricus leucothites,2009-09-11,UW3.2,Hu
Macrolepiota,Macrolepiota procera,2009-09-11,UW1.3,Hu
Pholiotina,Pholiotina sp.,2009-09-11,UW1.3,Hu
Melanoleuca,Melanoleuca sp.,2009-09-11,UW1.3,Hu
Mycena,Mycena galericulata,2009-09-12,FP2.6,Le
Psathyrella,Psathyrella sp.,2009-09-12,FP2.6,St
Clitocybe,Clitocybe sp.,2009-09-12,FP2.6,St
Leucoagaricus,Leucoagaricus leucothites,2009-09-12,FP2.6,Hu
Leucoagaricus,Leucoagaricus sericifer,2009-09-12,FP2.6,St
Lepiota,Lepiota clypeolaria,2009-09-12,FP2.6,St
Lepiota,Lepiota subincarnata,2009-09-12,FP2.6,St
Clitocybe,Clitocybe gibba,2009-09-12,FP2.6,St
Lepista,Lepista nuda,2009-09-12,FP2.6,St
Leucoagaricus,Leucoagaricus crystallifer,2009-09-12,FP2.6,Hu
Marasmius,Marasmius sp.,2009-09-12,FP2.6,Co
Leucoagaricus,Leucoagaricus crystallifer,2009-09-12,FP2.6,St
Pholiotina,Pholiotina sp.,2009-09-12,FP2.6,Le
Mycena,Mycena abramsii,2009-09-12,FP2.6,Le
Leucoagaricus,Leucoagaricus crystallifer,2009-09-12,FP2.2,Hu
Leucoagaricus,Leucoagaricus crystallifer,2009-09-12,FP2.2,Hu
Lepiota,Lepiota clypeolaria,2009-09-12,FP2.2,St
Agaricus,Agaricus sylvaticus,2009-09-12,FP2.2,Hu
Leucoagaricus,Leucoagaricus leucothites,2009-09-12,FP1.2,Hu
Psathyrella,Psathyrella candolleana,2009-09-12,UW3.4,Le
Armillaria,Armillaria sp.,2009-09-12,UW3.4,Le
Leucoagaricus,Leucoagaricus crystallifer,2009-09-12,FP2.3,St
Leucoagaricus,Leucoagaricus crystallifer,2009-09-12,FP2.3,St
Pluteus,Pluteus salicinus,2009-09-12,FP2.2,Le
Macrolepiota,Macrolepiota procera,2009-09-13,UW3.1,Hu
Agaricus,Agaricus xanthodermus,2009-09-13,UW1.3,Hu
Mycena,Mycena galericulata,2009-09-13,UW1.3,Le
Macrolepiota,Macrolepiota procera,2009-09-13,UW1.3,Hu
Mycena,Mycena galericulata,2009-09-13,UW1.3,Le
Macrolepiota,Macrolepiota procera,2009-09-13,UW1.3,Hu
Macrolepiota,Macrolepiota procera,2009-09-13,FP2.2,Hu
Lepista,Lepista sordida,2009-09-13,FP2.3,Hu
Lepista,Lepista sordida,2009-09-13,FP2.6,Hu
Psathyrella,Psathyrella sp.,2009-09-13,FP2.6,Hu
Hypholoma,Hypholoma sp.,2009-09-13,FP3.1,Lh
Coprinopsis,Coprinopsis picacea,2009-09-13,FP3.1,Hu
Clitocybe,Clitocybe sp.,2009-09-13,FP1.4,sward
Agaricus,Agaricus campestris var. squamulosus,2009-09-13,FP1.4,Hu
Agaricus,Agaricus sp.,2009-09-13,FP1.4,Hu
Macrolepiota,Macrolepiota procera,2009-09-13,UW3.3,Hu
Leucoagaricus,Leucoagaricus leucothites,2009-09-13,A1.2,Hu
Mycena,Mycena inclinata,2009-09-13,UW1.3,Le
Leucoagaricus,Leucoagaricus crystallifer,2009-09-13,FP2.2,Hu
Armillaria,Armillaria mellea,2009-09-13,FP2.2,Lh
Leucoagaricus,Leucoagaricus sericifer,2009-09-13,FP2.2,Hu
Macrolepiota,Macrolepiota excoriata,2009-09-13,FP2.2,Hu
Leucoagaricus,Leucoagaricus leucothites,2009-09-13,UW3.3,Hu
Agaricus,Agaricus sylvicola,2009-09-14,T7.2,Hu
Macrolepiota,Macrolepiota procera,2009-09-14,T3.1,Hu
Macrolepiota,Macrolepiota procera,2009-09-14,T7.2,Hu
Agaricus,Agaricus xanthodermus,2009-09-17,UW1.1,Hu
Agaricus,Agaricus sylvicola,2009-09-17,UW1.1,Hu
Agaricus,Agaricus sylvicola,2009-09-17,UW1.1,Hu
Xerocomellus,Xerocomellus chrysenteron,2009-09-17,UW1.1,Mr
Mycena,Mycena galericulata,2009-09-17,UW1.1,Le
Leccinum,Leccinum sp.,2009-09-17,UW1.1,Mr
Leucoagaricus,Leucoagaricus leucothites,2009-09-18,A2.6,Hu
Macrolepiota,Macrolepiota excoriata,2009-09-21,FP1.4,Hu
Coprinus,Coprinus comatus,2009-09-21,A2.6,Hu
Amanita,Amanita pantherina,2009-09-25,T7.2,Mr
Echinoderma,Echinoderma asperum,2009-09-28,T1.2,Hu
Macrolepiota,Macrolepiota procera,2009-09-28,T1.2,Hu
Tricholoma,Tricholoma sp.,2009-09-28,T1.2,Hu
Macrolepiota,Macrolepiota procera,2009-09-28,FP3.2,Hu
Hemimycena,Hemimycena candida,2009-09-28,FP1.3,He
Amanita,Amanita vaginata,2009-10-05,T1.2,Mr
Rhodocollybia,Rhodocollybia maculata,2009-10-11,T1.2,St
Mycena,Mycena rosea,2009-10-11,T1.1,St
Mycena,Mycena vitilis,2009-10-11,T1.1,Lh
Coprinus,Coprinus comatus,2009-10-11,T1.1,Hu
Hypholoma,Hypholoma sp.,2009-10-11,T1.1,Lh
Clitocybe,Clitocybe gibba,2009-10-11,FP2.6,St
Lepista,Lepista personata,2009-10-11,FP2.6,Hu
Mycena,Mycena galericulata,2009-10-11,FP2.2,Le
Mycena,Mycena vitilis,2009-10-11,FP2.2,St
Mycena,Mycena galericulata,2009-10-11,FP2.2,Le
Psathyrella,Psathyrella candolleana,2009-10-11,FP2.2,Hu
Clitocybe,Clitocybe sp.,2009-10-11,FP2.3,Le
Agaricus,Agaricus sp.,2009-10-11,FP1.6,Hu
Agrocybe,Agrocybe sp.,2009-10-11,FP1.6,Hu
Marasmius,Marasmius oreades,2009-10-11,FP1.6,Hu
Marasmius,Marasmius oreades,2009-10-11,FP1.4,Hu
Gymnopus,Gymnopus dryophilus,2009-10-12,T1.2,St
Phloeomana,Phloeomana speirea,2009-10-12,T1.2,Le
Mycena,Mycena citrinomarginata,2009-10-12,T1.2,St
Gymnopus,Gymnopus dryophilus,2009-10-12,T1.2,St
Phloeomana,Phloeomana speirea,2009-10-12,T1.2,St
Mycena,Mycena citrinomarginata,2009-10-12,T1.2,St
Mycena,Mycena purpureofusca,2009-10-12,T1.2,Co
Armillaria,Armillaria mellea,2009-10-12,T1.2,Lh
Psilocybe,Psilocybe montana,2009-10-12,T1.1,St
Galerina,Galerina vittiformis,2009-10-12,T1.1,M
Mycena,Mycena purpureofusca,2009-10-12,T1.1,Lh
Mycena,Mycena purpureofusca,2009-10-12,T1.1,Lh
Clitocybe,Clitocybe gibba,2009-10-12,T2.1,St
Psilocybe,Psilocybe montana,2009-10-12,T7.1,St
Pholiota,Pholiota highlandensis,2009-10-12,T7.1,Hu
Gymnopilus,Gymnopilus penetrans,2009-10-12,T7.1,Hu
Baeospora,Baeospora myosura,2009-10-12,T7.1,Str
Mycena,Mycena purpureofusca,2009-10-12,T2.3,Co
Mycena,Mycena sp.,2009-10-12,T2.4,St
Psilocybe,Psilocybe montana,2009-10-12,T7.4,Hu
Clitocybe,Clitocybe sp.,2009-10-12,T7.4,St
Clitocybe,Clitocybe sp.,2009-10-12,T7.4,St
Mycena,Mycena metata,2009-10-13,T1.2,St
Galerina,Galerina vittiformis,2009-10-13,T1.2,M
Lyophyllum,Lyophyllum sp.,2009-10-13,T8,Hu
Mycena,Mycena rosea,2009-10-13,T8,St
Pleurotus,Pleurotus ostreatus,2009-10-13,T8,Le
Marasmius,Marasmius oreades,2009-10-13,T6,Hu
Marasmius,Marasmius scorodonius,2009-10-13,T6,St
Clitocybe,Clitocybe odora,2009-10-13,T9,St
Mycena,Mycena olivaceomarginata,2009-10-13,T6,Hu
Mycena,Mycena aetites,2009-10-13,T6,Hu
Mycena,Mycena olivaceomarginata,2009-10-13,T6,St
Psathyrella,Psathyrella piluliformis,2009-10-13,T6,Hu
Hebeloma,Hebeloma sp.,2009-10-13,T7.4,Mr
Clitocybe,Clitocybe sp.,2009-10-13,T7.4,Hu
Psilocybe,Psilocybe montana,2009-10-13,T7.4,Hu
Hebeloma,Hebeloma sp.,2009-10-13,T7.4,Mr
Tubaria,Tubaria sp.,2009-10-13,T6,St
Cortinarius,Cortinarius sp.,2009-10-13,T6,Mr
Amanita,Amanita phalloides,2009-10-13,T6,Mr
Amanita,Amanita phalloides,2009-10-13,T9,Mr
Crinipellis,Crinipellis scabella,2009-10-13,T1.2,He
Baeospora,Baeospora myosura,2009-10-13,T1.2,Str
Mycena,Mycena rosea,2009-10-13,T1.2,St
Clitocybe,Clitocybe gibba,2009-10-13,T1.2,St
Mycena,Mycena pura,2009-10-13,T1.1,St
Baeospora,Baeospora myosura,2009-10-13,T1.2,Str
Marasmius,Marasmius scorodonius,2009-10-13,T1.2,St
Psilocybe,Psilocybe montana,2009-10-13,T2.1,M
Mycena,Mycena pura,2009-10-19,T1.2,St
Rhodocollybia,Rhodocollybia butyracea f. butyracea,2009-10-19,T1.2,St
Mycena,Mycena sp.,2009-10-19,T1.2,St
Gymnopus,Gymnopus androsaceus,2009-10-19,T1.2,St
Gymnopilus,Gymnopilus penetrans,2009-10-19,T1.2,Lh
Psilocybe,Psilocybe montana,2009-10-19,T2.1,M
Mycena,Mycena rubromarginata,2009-10-19,T2.1,St
Mycena,Mycena citrinomarginata,2009-10-19,T2.1,St
Baeospora,Baeospora myosura,2009-10-19,T2.1,Str
Hypholoma,Hypholoma sp.,2009-10-19,T7.2,Hu
Conocybe,Conocybe sp.,2009-10-19,T7.2,Hu
Mycena,Mycena vitilis,2009-10-19,T1.2,St
Marasmius,Marasmius scorodonius,2009-10-19,T1.2,St
Stropharia,Stropharia aeruginosa,2009-10-19,T1.2,St
Baeospora,Baeospora myosura,2009-10-19,T1.2,Str
Mycena,Mycena vitilis,2009-10-19,T1.2,St
Gymnopilus,Gymnopilus penetrans,2009-10-19,T1.2,Lh
Mycena,Mycena purpureofusca,2009-10-19,T1.2,Co
Clitocybe,Clitocybe gibba,2009-10-19,T1.2,St
Mycena,Mycena pura,2009-10-19,T2.1,St
Galerina,Galerina vittiformis,2009-10-19,T2.1,M
Marasmius,Marasmius scorodonius,2009-10-19,T7.4,St
Mycena,Mycena pura,2009-10-19,T1.2,St
Gymnopus,Gymnopus sp.,2009-10-19,T1.2,St
Mycena,Mycena pura,2009-10-19,T1.2,St
Gymnopus,Gymnopus dryophilus,2009-10-19,T1.2,St
Gymnopilus,Gymnopilus penetrans,2009-10-19,T1.2,Lh
Mycena,Mycena vitilis,2009-10-19,T1.2,Lh
Galerina,Galerina vittiformis,2009-10-19,T1.2,M
Clitocybe,Clitocybe metachroa,2009-10-19,T1.2,St
Clitocybe,Clitocybe sp.,2009-10-19,T1.2,St
Mycena,Mycena epipterygia var. viscosa,2009-10-19,T1.2,St
Marasmius,Marasmius scorodonius,2009-10-19,T1.2,Co
Lepista,Lepista nebularis,2009-10-19,T1.2,St
Rhodocollybia,Rhodocollybia butyracea f. butyracea,2009-10-19,T7.1,St
Mycena,Mycena purpureofusca,2009-10-19,T7.1,Co
Hypholoma,Hypholoma fasciculare,2009-10-19,T7.1,Le
Clitocybe,Clitocybe metachroa,2009-10-19,T7.4,St
Cortinarius,Cortinarius sp.,2009-10-19,T7.4,Mr
Hebeloma,Hebeloma sp.,2009-10-19,T7.4,Mr
Amanita,Amanita phalloides,2009-10-19,T7.4,Mr
Leucoagaricus,Leucoagaricus leucothites,2009-10-19,A2.6,Hu
Stropharia,Stropharia coronilla,2009-10-19,A2.6,Hu
Psathyrella,Psathyrella sp.,2009-10-19,A2.6,Hu
Myxomphalia,Myxomphalia maura,2009-10-19,T7.1,Hu
Psathyrella,Psathyrella pennata,2009-10-19,T7.1,Hu
Pholiota,Pholiota highlandensis,2009-10-19,T7.1,Hu
Gymnopilus,Gymnopilus penetrans,2009-10-19,T7.1,Lh
Baeospora,Baeospora myosura,2009-10-19,T7.1,Str
Gymnopilus,Gymnopilus penetrans,2009-10-19,T7.1,Lh
Pluteus,Pluteus atromarginatus,2009-10-19,T7.1,Lh
Gymnopilus,Gymnopilus penetrans,2009-10-19,T7.1,Lh
Clitocybe,Clitocybe metachroa,2009-10-19,T7.1,St
Leucoagaricus,Leucoagaricus leucothites,2009-10-22,A2.5,Hu
Marasmius,Marasmius oreades,2009-10-22,A2.5,Hu
Pluteus,Pluteus sp.,2009-10-23,UW1.1,Lh
Psathyrella,Psathyrella sp.,2009-10-23,UW3.1,Hu
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2009-10-23,UW1.1,Hu
Crepidotus,Crepidotus mollis,2009-10-23,UW1.1,Le
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2009-10-23,UW4.1,Hu
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2009-10-23,UW3.1,Hu
Stropharia,Stropharia aeruginosa,2009-10-23,IF2.2,Hu
Leucoagaricus,Leucoagaricus leucothites,2009-10-23,FP1.3,Hu
Agaricus,Agaricus sp.,2009-10-23,FP1.3,Hu
Marasmius,Marasmius oreades,2009-10-23,IF2.1,Hu
Lyophyllum,Lyophyllum sp.,2009-10-23,IF2.1,Hu
Mycena,Mycena olivaceomarginata,2009-10-23,IF2.1,sward
Psathyrella,Psathyrella pennata,2009-10-23,IF2.1,Hu
Conocybe,Conocybe sp.,2009-10-23,IF2.1,sward
Stropharia,Stropharia coronilla,2009-10-23,IF2.1,Hu
Conocybe,Conocybe sp.,2009-10-23,IF2.1,Hu
Lepiota,Lepiota sp.,2009-10-23,UW5.1,Hu
Leucoagaricus,Leucoagaricus leucothites,2009-10-23,UW5.1,Hu
Macrolepiota,Macrolepiota excoriata,2009-10-23,IF2.2,Hu
Melanoleuca,Melanoleuca sp.,2009-10-23,IF2.4,Hu
Strophariaceae,Strophariaceae,2009-10-23,IF2.4,Hu
Conocybe,Conocybe sp.,2009-10-23,IF2.4,Hu
Conocybe,Conocybe sp.,2009-10-23,IF2.4,Hu
Macrolepiota,Macrolepiota excoriata,2009-10-23,IF2.4,Hu
Marasmius,Marasmius oreades,2009-10-23,IF2.4,Hu
Crepidotus,Crepidotus mollis,2009-10-23,UW2.1,Le
Mycena,Mycena vitilis,2009-10-23,UW2.1,Lh
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2009-10-23,IF2.3,Hu
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2009-10-23,UW1.1,Le
Clitocybe,Clitocybe gibba,2009-10-23,UW1.1,St
Lepista,Lepista nebularis,2009-10-23,UW1.1,Hu
Phloeomana,Phloeomana speirea,2009-10-23,UW1.1,Co
Lepista,Lepista flaccida,2009-10-23,UW1.1,St
Pholiota,Pholiota salicicola,2009-10-23,UW1.1,Le
Leucoagaricus,Leucoagaricus leucothites,2009-10-23,UW1.1,Hu
Hypholoma,Hypholoma sp.,2009-10-23,UW1.1,Hu
Marasmiaceae,Marasmiaceae sp.,2009-10-23,UW1.1,He
Hebeloma,Hebeloma crustuliniforme,2009-10-23,UW1.1,Mr
Inocybe,Inocybe geophylla var. lilacina,2009-10-23,UW1.1,Hu
Inocybe,Inocybe geophylla var. lilacina,2009-10-23,UW1.1,Hu
Mycena,Mycena leptocephala,2009-10-23,UW1.1,St
Lepista,Lepista nuda,2009-10-23,UW1.1,Hu
Tubaria,Tubaria sp.,2009-10-23,UW1.1,Le
Russula,Russula sp.,2009-10-23,UW3.3,Mr
Russula,Russula sp.,2009-10-23,UW3.3,Mr
Mycena,Mycena leptocephala,2009-10-23,UW3.3,St
Agaricus,Agaricus sp.,2009-10-23,IF2.1,Hu
Psathyrella,Psathyrella sp.,2009-10-23,IF2.1,Hu
Psathyrella,Psathyrella sp.,2009-10-23,A2.6,Hu
Xerocomellus,Xerocomellus pruinatus,2009-10-23,A2.6,Mr
Macrolepiota,Macrolepiota konradii,2009-10-24,UW1.1,Hu
Lepiota,Lepiota cristata,2009-10-24,UW1.1,Hu
Lepiota,Lepiota cristata,2009-10-24,UW1.1,Hu
Stropharia,Stropharia coronilla,2009-10-24,A2.6,Hu
Coprinellus,Coprinellus micaceus,2009-10-25,A2.5,Hu
Mycena,Mycena purpureofusca,2009-10-25,UW3.3,Co
Gymnopus,Gymnopus peronatus,2009-10-25,UW1.1,St
Mycena,Mycena rosea,2009-10-25,UW1.1,St
Macrolepiota,Macrolepiota procera,2009-10-25,UW4.1,Hu
Marasmius,Marasmius oreades,2009-10-25,UW4.1,Hu
Mycena,Mycena olivaceomarginata,2009-10-25,UW4.1,sward
Mycena,Mycena aetites,2009-10-25,UW4.1,sward
Rhodocybe,Rhodocybe sp.,2009-10-25,UW4.1,sward
Conocybe,Conocybe sp.,2009-10-25,UW4.1,sward
Rickenella,Rickenella fibula,2009-10-25,UW4.1,M
Mycena,Mycena olivaceomarginata,2009-10-25,UW4.1,sward
Pseudoclitocybe,Pseudoclitocybe cyathiformis,2009-10-25,UW4.1,Hu
Armillaria,Armillaria mellea,2009-10-25,UW1.1,Le
Pluteus,Pluteus cervinus,2009-10-25,UW1.1,Le
Pholiota,Pholiota tuberculosa,2009-10-25,UW1.1,Le
Crepidotus,Crepidotus mollis,2009-10-25,UW1.1,Le
Crepidotus,Crepidotus mollis,2009-10-25,UW1.1,Le
Mycena,Mycena renati,2009-10-25,UW1.1,Le
Galerina,Galerina marginata,2009-10-25,UW1.1,Le
Mycena,Mycena galericulata,2009-10-25,UW1.1,Le
Xerocomellus,Xerocomellus pruinatus,2009-10-25,UW1.1,Mr
Coprinopsis,Coprinopsis picacea,2009-10-25,UW1.1,Hu
Lepiota,Lepiota sp.,2009-10-25,UW1.1,Hu
Lepiota,Lepiota cristata,2009-10-25,UW1.1,Hu
Agaricus,Agaricus sylvaticus,2009-10-25,UW1.1,Hu
Psathyrella,Psathyrella sp.,2009-10-25,UW1.1,Hu
Lepiota,Lepiota roseolivida,2009-10-25,UW1.1,St
Lepiota,Lepiota cristata,2009-10-25,UW1.1,St
Mycena,Mycena vitilis,2009-10-25,UW1.1,Lh
Psathyrella,Psathyrella sp.,2009-10-25,UW1.1,Hu
Mycena,Mycena galericulata,2009-10-25,UW1.1,Le
Coprinopsis,Coprinopsis picacea,2009-10-25,UW1.1,Hu
Mycena,Mycena renati,2009-10-25,UW1.1,Le
Pleurotus,Pleurotus ostreatus,2009-10-25,UW1.1,Le
Leucoagaricus,Leucoagaricus leucothites,2009-10-25,UW1.1,Hu
Leucoagaricus,Leucoagaricus badhamii,2009-10-25,UW1.1,Hu
Leucoagaricus,Leucoagaricus crystallifer,2009-10-25,UW1.1,Hu
Mycena,Mycena vitilis,2009-10-25,UW1.1,Lh
Mycena,Mycena rosea,2009-10-25,UW1.1,St
Mycena,Mycena inclinata,2009-10-25,UW1.1,Le
Mycena,Mycena galericulata,2009-10-25,UW1.1,Le
Leucoagaricus,Leucoagaricus badhamii,2009-10-25,UW1.1,Hu
Mycena,Mycena polygramma,2009-10-25,UW1.1,Le
Mycena,Mycena inclinata,2009-10-25,UW1.3,Le
Rhodocollybia,Rhodocollybia butyracea f. asema,2009-10-25,UW1.3,St
Mycena,Mycena galericulata,2009-10-25,UW1.3,Lh
Mycena,Mycena rosea,2009-10-26,UW1.1,Hu
Mycena,Mycena vitilis,2009-10-26,UW1.1,Lh
Lepiota,Lepiota cristata,2009-10-26,UW1.1,Hu
Mycena,Mycena polygramma,2009-10-26,UW1.1,Lh
Stropharia,Stropharia aeruginosa,2009-10-26,UW1.1,Hu
Mycena,Mycena rosea,2009-10-26,UW1.1,St
Psathyrella,Psathyrella sp.,2009-10-26,UW1.1,Hu
Psathyrella,Psathyrella effibulata,2009-10-26,UW1.1,Lh
Coprinopsis,Coprinopsis picacea,2009-10-26,UW1.1,Hu
Psathyrella,Psathyrella sp.,2009-10-26,UW1.1,Hu
Pluteus,Pluteus phlebophorus,2009-10-26,UW1.1,Hu
Rhodocollybia,Rhodocollybia butyracea f. asema,2009-10-26,UW1.1,St
Mycena,Mycena pura,2009-10-26,UW1.1,St
Leucoagaricus,Leucoagaricus badhamii,2009-10-26,UW1.1,Hu
Psathyrella,Psathyrella sp.,2009-10-26,UW1.1,Hu
Pluteus,Pluteus phlebophorus,2009-10-26,UW1.1,Hu
Lepiota,Lepiota cristata,2009-10-26,UW1.1,Hu
Mycena,Mycena polygramma,2009-10-26,UW1.1,Lh
Leucoagaricus,Leucoagaricus sericifer,2009-10-26,UW1.1,Hu
Leucoagaricus,Leucoagaricus sericifer,2009-10-26,UW1.1,St
Leucoagaricus,Leucoagaricus sericifer,2009-10-26,UW1.1,St
Clitocybe,Clitocybe sp.,2009-10-26,UW1.1,St
Lepista,Lepista flaccida,2009-10-26,UW1.1,St
Lepista,Lepista nuda,2009-10-26,UW1.1,Hu
Leucoagaricus,Leucoagaricus badhamii,2009-10-26,UW1.1,Hu
